route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
579,HI,579HI0,L (Azul) Alpargatas,159A,0,,5790,,
579,SI,579SI0,L (Azul) Alpargatas,159A,0,,5790,,
579,DI,579DI1,L (Azul) Correo Central,159A,1,,5791,,
579,FI,579FI1,L (Azul) Correo Central,159A,1,,5791,,
579,HI,579HI1,L (Azul) Correo Central,159A,1,,5791,,
579,SI,579SI1,L (Azul) Correo Central,159A,1,,5791,,
660,HI,660HI1,Ramal 1 - VUELTA,179A,1,,6601,,
660,SI,660SI1,Ramal 1 - VUELTA,179A,1,,6601,,
661,DI,661DI0,x 155 - IDA,180A,0,,6610,,
661,FI,661FI0,x 155 - IDA,180A,0,,6610,,
661,HI,661HI0,x 155 - IDA,180A,0,,6610,,
661,SI,661SI0,x 155 - IDA,180A,0,,6610,,
661,DI,661DI1,x 155 - VUELTA,180A,1,,6611,,
661,FI,661FI1,x 155 - VUELTA,180A,1,,6611,,
661,HI,661HI1,x 155 - VUELTA,180A,1,,6611,,
668,SI,668SI1,3 - Pque. Avellaneda x Emaús,182C,1,,6681,,
669,DI,669DI0,A - Liniers,185A,0,,6690,,
669,FI,669FI0,A - Liniers,185A,0,,6690,,
669,HI,669HI0,A - Liniers,185A,0,,6690,,
669,SI,669SI0,A - Liniers,185A,0,,6690,,
669,DI,669DI1,A - Bº Gral. Savio,185A,1,,6691,,
669,FI,669FI1,A - Bº Gral. Savio,185A,1,,6691,,
1176,SI,1176SI0,B x 1 (ROJO),202B,0,,11760,,
1176,DI,1176DI1,B x 1 LOS TALAS (ROJO),202B,1,,11761,,
1176,HI,1176HI1,B x 1 LOS TALAS (ROJO),202B,1,,11761,,
1176,SI,1176SI1,B x 1 LOS TALAS (ROJO),202B,1,,11761,,
1177,DI,1177DI0,C x 60 (BLANCO),202C,0,,11770,,
1177,HI,1177HI0,C x 60 (BLANCO),202C,0,,11770,,
1177,SI,1177SI0,C x 60 (BLANCO),202C,0,,11770,,
1177,DI,1177DI1,C x 60 LOS TALAS (BLANCO),202C,1,,11771,,
1177,HI,1177HI1,C x 60 LOS TALAS (BLANCO),202C,1,,11771,,
1177,SI,1177SI1,C x 60 LOS TALAS (BLANCO),202C,1,,11771,,
1178,DI,1178DI0,D x 1 (BLANCA),202D,0,,11780,,
1280,SI,1280SI0,Alto A,060F,0,,12800,,
1280,DI,1280DI1,a Constitución,060F,1,,12801,,
1280,FI,1280FI1,a Constitución,060F,1,,12801,,
1280,HI,1280HI1,a Constitución,060F,1,,12801,,
1280,SI,1280SI1,a Constitución,060F,1,,12801,,
1281,DI,1281DI0,hasta Pte. Saavedra,060G,0,,12810,,
1281,FI,1281FI0,hasta Pte. Saavedra,060G,0,,12810,,
1281,HI,1281HI0,hasta Pte. Saavedra,060G,0,,12810,,
1281,SI,1281SI0,hasta Pte. Saavedra,060G,0,,12810,,
1281,DI,1281DI1,a Constitución,060G,1,,12811,,
1281,FI,1281FI1,a Constitución,060G,1,,12811,,
1281,HI,1281HI1,a Constitución,060G,1,,12811,,
1281,SI,1281SI1,a Constitución,060G,1,,12811,,
1282,DI,1282DI0,Alto R,060H,0,,12820,,
1282,FI,1282FI0,Alto R,060H,0,,12820,,
1477,HI,1477HI0,x Juramento - IDA,463C,0,,14770,,
1477,SI,1477SI0,x Juramento - IDA,463C,0,,14770,,
1477,DI,1477DI1,x Juramento - VUELTA,463C,1,,14771,,
1477,HI,1477HI1,x Juramento - VUELTA,463C,1,,14771,,
1477,SI,1477SI1,x Juramento - VUELTA,463C,1,,14771,,
1478,DI,1478DI0,x Ruben Dario - IDA,463D,0,,14780,,
1478,HI,1478HI0,x Ruben Dario - IDA,463D,0,,14780,,
1478,SI,1478SI0,x Ruben Dario - IDA,463D,0,,14780,,
1478,DI,1478DI1,x Ruben Dario - VUELTA,463D,1,,14781,,
1478,HI,1478HI1,x Ruben Dario - VUELTA,463D,1,,14781,,
1478,SI,1478SI1,x Ruben Dario - VUELTA,463D,1,,14781,,
1668,DI,1668DI1,Maipú x Congreso - VUELTA,071C,1,,16681,,
1668,FI,1668FI1,Maipú x Congreso - VUELTA,071C,1,,16681,,
1668,HI,1668HI1,Maipú x Congreso - VUELTA,071C,1,,16681,,
1668,SI,1668SI1,Maipú x Congreso - VUELTA,071C,1,,16681,,
1669,HI,1669HI0,a Philips,076B,0,,16690,,
1669,HI,1669HI1,a Rabanal x Saenz,076B,1,,16691,,
1670,DI,1670DI0,H - V. del Plata,148D,0,,16700,,
1670,FI,1670FI0,H - V. del Plata,148D,0,,16700,,
1792,DI,1792DI0,a Pontevedra,096AB,0,,17920,,
1792,FI,1792FI0,a Pontevedra,096AB,0,,17920,,
1792,HI,1792HI0,a Pontevedra,096AB,0,,17920,,
1792,SI,1792SI0,a Pontevedra,096AB,0,,17920,,
1792,DI,1792DI1,Expreso x Av. Alberdi - Pza. Constitución,096AB,1,,17921,,
1792,FI,1792FI1,Expreso x Av. Alberdi - Pza. Constitución,096AB,1,,17921,,
1792,HI,1792HI1,Expreso x Av. Alberdi - Pza. Constitución,096AB,1,,17921,,
1792,SI,1792SI1,Expreso x Av. Alberdi - Pza. Constitución,096AB,1,,17921,,
1793,SI,1793SI0,a Est. Rafael Castillo,096AC,0,,17930,,
1793,SI,1793SI1,a Expreso x Autop. - Pza. Constitución,096AC,1,,17931,,
1794,HI,1794HI0,a Bº San Alberto,096AD,0,,17940,,
1794,HI,1794HI1,Expreso x Autop. y Pto. Moreno - Pza Constitución,096AD,1,,17941,,
1795,HI,1795HI0,a Villa Scasso,096AE,0,,17950,,
1795,HI,1795HI1,a Expreso x Autop.,096AE,1,,17951,,
1796,DI,1796DI0,a Villa Scasso,096AF,0,,17960,,
1796,FI,1796FI0,a Villa Scasso,096AF,0,,17960,,
1796,HI,1796HI0,a Villa Scasso,096AF,0,,17960,,
1796,SI,1796SI0,a Villa Scasso,096AF,0,,17960,,
1796,DI,1796DI1,a Expreso x Av. Alberdi - Pza. Constitución,096AF,1,,17961,,
1796,FI,1796FI1,a Expreso x Av. Alberdi - Pza. Constitución,096AF,1,,17961,,
1796,HI,1796HI1,a Expreso x Av. Alberdi - Pza. Constitución,096AF,1,,17961,,
1796,SI,1796SI1,a Expreso x Av. Alberdi - Pza. Constitución,096AF,1,,17961,,
1797,HI,1797HI0,a Bº Esperanza,096AG,0,,17970,,
1797,HI,1797HI1,Expreso x Au. 25deMayo y AU1 - Pza. Constitución,096AG,1,,17971,,
1811,HI,1811HI0,H - Fca. Eaton,176H,0,,18110,,
1811,SI,1811SI0,H - Fca. Eaton,176H,0,,18110,,
1811,HI,1811HI1,H - San Martin y Gral. Paz,176H,1,,18111,,
1811,SI,1811SI1,H - San Martin y Gral. Paz,176H,1,,18111,,
1812,HI,1812HI0,I - José C Paz x Puerta 4,176I,0,,18120,,
1812,SI,1812SI0,I - José C Paz x Puerta 4,176I,0,,18120,,
1812,HI,1812HI1,I - Gral. Paz y Constituyentes x Puerta 4,176I,1,,18121,,
1812,SI,1812SI1,I - Gral. Paz y Constituyentes x Puerta 4,176I,1,,18121,,
1813,HI,1813HI0,J - Fonavi,176J,0,,18130,,
1813,SI,1813SI0,J - Fonavi,176J,0,,18130,,
1813,HI,1813HI1,J - San Martin y Gral. Paz,176J,1,,18131,,
1813,SI,1813SI1,J - San Martin y Gral. Paz,176J,1,,18131,,
1814,DI,1814DI0,K - Est. Escobar x Puerta 4,176K,0,,18140,,
1814,FI,1814FI0,K - Est. Escobar x Puerta 4,176K,0,,18140,,
1814,HI,1814HI0,K - Est. Escobar x Puerta 4,176K,0,,18140,,
1814,SI,1814SI0,K - Est. Escobar x Puerta 4,176K,0,,18140,,
1814,DI,1814DI1,K - Constituyentes y Gral. Paz x Puerta 4,176K,1,,18141,,
1814,FI,1814FI1,K - Constituyentes y Gral. Paz x Puerta 4,176K,1,,18141,,
1814,HI,1814HI1,K - Constituyentes y Gral. Paz x Puerta 4,176K,1,,18141,,
1814,SI,1814SI1,K - Constituyentes y Gral. Paz x Puerta 4,176K,1,,18141,,
1815,DI,1815DI0,L - Pilar x Puerta 4,176L,0,,18150,,
1815,FI,1815FI0,L - Pilar x Puerta 4,176L,0,,18150,,
1815,HI,1815HI0,L - Pilar x Puerta 4,176L,0,,18150,,
1815,SI,1815SI0,L - Pilar x Puerta 4,176L,0,,18150,,
1815,DI,1815DI1,L - Constituyentes y Gral. Paz x Puerta 4,176L,1,,18151,,
1815,FI,1815FI1,L - Constituyentes y Gral. Paz x Puerta 4,176L,1,,18151,,
1815,HI,1815HI1,L - Constituyentes y Gral. Paz x Puerta 4,176L,1,,18151,,
1815,SI,1815SI1,L - Constituyentes y Gral. Paz x Puerta 4,176L,1,,18151,,
1816,DI,1816DI0,M - Est. Tortuguitas x Puerta 4,176M,0,,18160,,
1816,FI,1816FI0,M - Est. Tortuguitas x Puerta 4,176M,0,,18160,,
2657,FI,2657FI0,a Bº Gaona - IDA,634D,0,,26570,,
2657,HI,2657HI0,a Bº Gaona - IDA,634D,0,,26570,,
2657,SI,2657SI0,a Bº Gaona - IDA,634D,0,,26570,,
2657,DI,2657DI1,a Bº Gaona - VUELTA,634D,1,,26571,,
2657,FI,2657FI1,a Bº Gaona - VUELTA,634D,1,,26571,,
2657,HI,2657HI1,a Bº Gaona - VUELTA,634D,1,,26571,,
2657,SI,2657SI1,a Bº Gaona - VUELTA,634D,1,,26571,,
2658,DI,2658DI0,Ramal S - IDA,299S,0,,26580,,
2658,HI,2658HI0,Ramal S - IDA,299S,0,,26580,,
2658,SI,2658SI0,Ramal S - IDA,299S,0,,26580,,
2658,DI,2658DI1,Ramal S - VUELTA,299S,1,,26581,,
2658,HI,2658HI1,Ramal S - VUELTA,299S,1,,26581,,
2658,SI,2658SI1,Ramal S - VUELTA,299S,1,,26581,,
2659,DI,2659DI0,Ramal M - IDA,299M,0,,26590,,
2659,HI,2659HI0,Ramal M - IDA,299M,0,,26590,,
2659,SI,2659SI0,Ramal M - IDA,299M,0,,26590,,
2659,DI,2659DI1,Ramal M - VUELTA,299M,1,,26591,,
2659,HI,2659HI1,Ramal M - VUELTA,299M,1,,26591,,
2659,SI,2659SI1,Ramal M - VUELTA,299M,1,,26591,,
2660,DI,2660DI0,Ramal A - IDA,299A,0,,26600,,
2660,HI,2660HI0,Ramal A - IDA,299A,0,,26600,,
2813,SI,2813SI0,5 - IDA,247R5,0,,28130,,
2813,DI,2813DI1,5 - VUELTA,247R5,1,,28131,,
2813,HI,2813HI1,5 - VUELTA,247R5,1,,28131,,
2813,SI,2813SI1,5 - VUELTA,247R5,1,,28131,,
2814,DI,2814DI0,7 - IDA,247R7,0,,28140,,
2814,HI,2814HI0,7 - IDA,247R7,0,,28140,,
2814,SI,2814SI0,7 - IDA,247R7,0,,28140,,
2814,DI,2814DI1,7 - VUELTA,247R7,1,,28141,,
3029,HI,3029HI0,3 CAROLINA 324,324R3,0,,30290,,
3029,SI,3029SI0,3 CAROLINA 324,324R3,0,,30290,,
3029,DI,3029DI1,3 DON BOSCO 324,324R3,1,,30291,,
3029,HI,3029HI1,3 DON BOSCO 324,324R3,1,,30291,,
3029,SI,3029SI1,3 DON BOSCO 324,324R3,1,,30291,,
3030,HI,3030HI0,3 CAROLINA 324,324R3F,0,,30300,,
3030,SI,3030SI0,3 CAROLINA 324,324R3F,0,,30300,,
3030,HI,3030HI1,3 JUMBO 324,324R3F,1,,30301,,
3030,SI,3030SI1,3 JUMBO 324,324R3F,1,,30301,,
3031,DI,3031DI0,5 KM 56 324,324T5,0,,30310,,
3031,HI,3031HI0,5 KM 56 324,324T5,0,,30310,,
3031,SI,3031SI0,5 KM 56 324,324T5,0,,30310,,
3031,DI,3031DI1,5 DON BOSCO 324,324T5,1,,30311,,
3031,HI,3031HI1,5 DON BOSCO 324,324T5,1,,30311,,
3031,SI,3031SI1,5 DON BOSCO 324,324T5,1,,30311,,
3032,HI,3032HI0,5 KM 45 324,324T5F,0,,30320,,
3032,SI,3032SI0,5 KM 45 324,324T5F,0,,30320,,
3032,HI,3032HI1,5 JUMBO 324,324T5F,1,,30321,,
4349,HI,4349HI0,a Correo Central,099A,0,,43490,,
4349,SI,4349SI0,a Correo Central,099A,0,,43490,,
4349,DI,4349DI1,Velez Sarsfield,099A,1,,43491,,
4349,FI,4349FI1,Velez Sarsfield,099A,1,,43491,,
4349,HI,4349HI1,Velez Sarsfield,099A,1,,43491,,
4393,HI,4393HI0,a Tapiales,143C,0,,43930,,
4393,SI,4393SI0,a Tapiales,143C,0,,43930,,
4393,DI,4393DI1,C-Pto. Nuevo x Unanué y Av. Gral.Fco.FdezdelaCruz,143C,1,,43931,,
4393,FI,4393FI1,C-Pto. Nuevo x Unanué y Av. Gral.Fco.FdezdelaCruz,143C,1,,43931,,
4393,HI,4393HI1,C-Pto. Nuevo x Unanué y Av. Gral.Fco.FdezdelaCruz,143C,1,,43931,,
4393,SI,4393SI1,C-Pto. Nuevo x Unanué y Av. Gral.Fco.FdezdelaCruz,143C,1,,43931,,
4394,DI,4394DI0,a Pte. La Noria,143D,0,,43940,,
4394,FI,4394FI0,a Pte. La Noria,143D,0,,43940,,
4394,HI,4394HI0,a Pte. La Noria,143D,0,,43940,,
4394,SI,4394SI0,a Pte. La Noria,143D,0,,43940,,
4394,DI,4394DI1,D - Pto. Nuevo,143D,1,,43941,,
4394,FI,4394FI1,D - Pto. Nuevo,143D,1,,43941,,
4394,HI,4394HI1,D - Pto. Nuevo,143D,1,,43941,,
4394,SI,4394SI1,D - Pto. Nuevo,143D,1,,43941,,
365,SI,365SI0,a Cement. de Villegas,126A,0,,3650,,
365,DI,365DI1,a Tribunales de Retiro/Htal. Ferroviario,126A,1,,3651,,
365,FI,365FI1,a Tribunales de Retiro/Htal. Ferroviario,126A,1,,3651,,
365,HI,365HI1,a Tribunales de Retiro/Htal. Ferroviario,126A,1,,3651,,
365,SI,365SI1,a Tribunales de Retiro/Htal. Ferroviario,126A,1,,3651,,
366,DI,366DI0,a Tablada,126B,0,,3660,,
366,FI,366FI0,a Tablada,126B,0,,3660,,
366,HI,366HI0,a Tablada,126B,0,,3660,,
466,DI,466DI0,a Valentin Alsina,128A,0,,4660,,
466,FI,466FI0,a Valentin Alsina,128A,0,,4660,,
466,HI,466HI0,a Valentin Alsina,128A,0,,4660,,
466,SI,466SI0,a Valentin Alsina,128A,0,,4660,,
466,DI,466DI1,a Pza. Italia,128A,1,,4661,,
466,FI,466FI1,a Pza. Italia,128A,1,,4661,,
581,HI,581HI0,Semirápido Quilmes x Urquiza,159I,0,,5810,,
581,HI,581HI1,Semirapido Quilmes hacia Capital,159I,1,,5811,,
582,HI,582HI0,Semirápido Hudson hacia Hudson,159K,0,,5820,,
582,SI,582SI0,Semirápido Hudson hacia Hudson,159K,0,,5820,,
582,HI,582HI1,Semirápido Hudson hacia Capital,159K,1,,5821,,
582,SI,582SI1,Semirápido Hudson hacia Capital,159K,1,,5821,,
635,DI,635DI0,x Autop. Mercedes Once,057P,0,,6350,,
635,FI,635FI0,x Autop. Mercedes Once,057P,0,,6350,,
635,HI,635HI0,x Autop. Mercedes Once,057P,0,,6350,,
635,SI,635SI0,x Autop. Mercedes Once,057P,0,,6350,,
635,DI,635DI1,x Autop. Once Mercedes,057P,1,,6351,,
635,FI,635FI1,x Autop. Once Mercedes,057P,1,,6351,,
635,HI,635HI1,x Autop. Once Mercedes,057P,1,,6351,,
635,SI,635SI1,x Autop. Once Mercedes,057P,1,,6351,,
636,DI,636DI0,x colectora Mercedes Once Palermo,057L,0,,6360,,
636,FI,636FI0,x colectora Mercedes Once Palermo,057L,0,,6360,,
636,HI,636HI0,x colectora Mercedes Once Palermo,057L,0,,6360,,
636,SI,636SI0,x colectora Mercedes Once Palermo,057L,0,,6360,,
636,DI,636DI1,x colectora Palermo Once Mercedes,057L,1,,6361,,
636,FI,636FI1,x colectora Palermo Once Mercedes,057L,1,,6361,,
661,SI,661SI1,x 155 - VUELTA,180A,1,,6611,,
662,DI,662DI0,a González Catán x Laferrere,180B,0,,6620,,
662,FI,662FI0,a González Catán x Laferrere,180B,0,,6620,,
662,HI,662HI0,a González Catán x Laferrere,180B,0,,6620,,
662,SI,662SI0,a González Catán x Laferrere,180B,0,,6620,,
662,DI,662DI1,a Pra. Junta,180B,1,,6621,,
662,FI,662FI1,a Pra. Junta,180B,1,,6621,,
669,HI,669HI1,A - Bº Gral. Savio,185A,1,,6691,,
669,SI,669SI1,A - Bº Gral. Savio,185A,1,,6691,,
671,DI,671DI0,Ramal 2 - IDA,242B,0,,6710,,
671,FI,671FI0,Ramal 2 - IDA,242B,0,,6710,,
671,HI,671HI0,Ramal 2 - IDA,242B,0,,6710,,
671,SI,671SI0,Ramal 2 - IDA,242B,0,,6710,,
671,DI,671DI1,Ramal 2 - VUELTA,242B,1,,6711,,
671,FI,671FI1,Ramal 2 - VUELTA,242B,1,,6711,,
671,HI,671HI1,Ramal 2 - VUELTA,242B,1,,6711,,
671,SI,671SI1,Ramal 2 - VUELTA,242B,1,,6711,,
672,DI,672DI0,Ramal 3 - IDA,242C,0,,6720,,
672,FI,672FI0,Ramal 3 - IDA,242C,0,,6720,,
672,HI,672HI0,Ramal 3 - IDA,242C,0,,6720,,
672,SI,672SI0,Ramal 3 - IDA,242C,0,,6720,,
672,DI,672DI1,Ramal 3 - VUELTA,242C,1,,6721,,
672,FI,672FI1,Ramal 3 - VUELTA,242C,1,,6721,,
672,HI,672HI1,Ramal 3 - VUELTA,242C,1,,6721,,
672,SI,672SI1,Ramal 3 - VUELTA,242C,1,,6721,,
673,DI,673DI0,Ramal 4 - IDA,242D,0,,6730,,
673,FI,673FI0,Ramal 4 - IDA,242D,0,,6730,,
673,HI,673HI0,Ramal 4 - IDA,242D,0,,6730,,
673,SI,673SI0,Ramal 4 - IDA,242D,0,,6730,,
673,DI,673DI1,Ramal 4 - VUELTA,242D,1,,6731,,
673,FI,673FI1,Ramal 4 - VUELTA,242D,1,,6731,,
673,HI,673HI1,Ramal 4 - VUELTA,242D,1,,6731,,
673,SI,673SI1,Ramal 4 - VUELTA,242D,1,,6731,,
674,DI,674DI0,Ramal 5 - IDA,242E,0,,6740,,
674,FI,674FI0,Ramal 5 - IDA,242E,0,,6740,,
674,HI,674HI0,Ramal 5 - IDA,242E,0,,6740,,
674,SI,674SI0,Ramal 5 - IDA,242E,0,,6740,,
674,DI,674DI1,Ramal 5 - VUELTA,242E,1,,6741,,
674,FI,674FI1,Ramal 5 - VUELTA,242E,1,,6741,,
674,HI,674HI1,Ramal 5 - VUELTA,242E,1,,6741,,
674,SI,674SI1,Ramal 5 - VUELTA,242E,1,,6741,,
675,DI,675DI0,Ramal 6 - IDA,242F,0,,6750,,
675,FI,675FI0,Ramal 6 - IDA,242F,0,,6750,,
675,HI,675HI0,Ramal 6 - IDA,242F,0,,6750,,
675,SI,675SI0,Ramal 6 - IDA,242F,0,,6750,,
675,DI,675DI1,Ramal 6 - VUELTA,242F,1,,6751,,
675,FI,675FI1,Ramal 6 - VUELTA,242F,1,,6751,,
675,HI,675HI1,Ramal 6 - VUELTA,242F,1,,6751,,
675,SI,675SI1,Ramal 6 - VUELTA,242F,1,,6751,,
686,DI,686DI0,a Retiro,070A,0,,6860,,
686,FI,686FI0,a Retiro,070A,0,,6860,,
686,HI,686HI0,a Retiro,070A,0,,6860,,
686,SI,686SI0,a Retiro,070A,0,,6860,,
686,DI,686DI1,a Pompeya,070A,1,,6861,,
686,FI,686FI1,a Pompeya,070A,1,,6861,,
1178,HI,1178HI0,D x 1 (BLANCA),202D,0,,11780,,
1178,SI,1178SI0,D x 1 (BLANCA),202D,0,,11780,,
1178,DI,1178DI1,D x 1 LOS TALAS (BLANCA),202D,1,,11781,,
1178,HI,1178HI1,D x 1 LOS TALAS (BLANCA),202D,1,,11781,,
1178,SI,1178SI1,D x 1 LOS TALAS (BLANCA),202D,1,,11781,,
1180,DI,1180DI0,F x 1 (AMARILLA),202F,0,,11800,,
1180,HI,1180HI0,F x 1 (AMARILLA),202F,0,,11800,,
1180,SI,1180SI0,F x 1 (AMARILLA),202F,0,,11800,,
1180,DI,1180DI1,F x 1 LOS TALAS (AMARILLO),202F,1,,11801,,
1180,HI,1180HI1,F x 1 LOS TALAS (AMARILLO),202F,1,,11801,,
1180,SI,1180SI1,F x 1 LOS TALAS (AMARILLO),202F,1,,11801,,
1182,DI,1182DI0,H - CEMENTERIO - B. OBRERO x UNION (VERDE),202H,0,,11820,,
1182,HI,1182HI0,H - CEMENTERIO - B. OBRERO x UNION (VERDE),202H,0,,11820,,
1282,HI,1282HI0,Alto R,060H,0,,12820,,
1282,SI,1282SI0,Alto R,060H,0,,12820,,
1282,DI,1282DI1,a Constitución,060H,1,,12821,,
1282,FI,1282FI1,a Constitución,060H,1,,12821,,
1282,HI,1282HI1,a Constitución,060H,1,,12821,,
1282,SI,1282SI1,a Constitución,060H,1,,12821,,
1283,DI,1283DI0,a Bajo C,060I,0,,12830,,
1283,FI,1283FI0,a Bajo C,060I,0,,12830,,
1283,HI,1283HI0,a Bajo C,060I,0,,12830,,
1283,SI,1283SI0,a Bajo C,060I,0,,12830,,
1479,DI,1479DI0,Ramal x Cinturon Ecologico - IDA,464A,0,,14790,,
1479,HI,1479HI0,Ramal x Cinturon Ecologico - IDA,464A,0,,14790,,
1479,SI,1479SI0,Ramal x Cinturon Ecologico - IDA,464A,0,,14790,,
1479,DI,1479DI1,Ramal x Cinturon Ecologico - VUELTA,464A,1,,14791,,
1479,HI,1479HI1,Ramal x Cinturon Ecologico - VUELTA,464A,1,,14791,,
1479,SI,1479SI1,Ramal x Cinturon Ecologico - VUELTA,464A,1,,14791,,
1480,DI,1480DI0,Troncal x Martin Fierro - IDA,464B,0,,14800,,
1480,HI,1480HI0,Troncal x Martin Fierro - IDA,464B,0,,14800,,
1480,SI,1480SI0,Troncal x Martin Fierro - IDA,464B,0,,14800,,
1480,DI,1480DI1,Troncal x Martin Fierro - VUELTA,464B,1,,14801,,
1480,HI,1480HI1,Troncal x Martin Fierro - VUELTA,464B,1,,14801,,
1480,SI,1480SI1,Troncal x Martin Fierro - VUELTA,464B,1,,14801,,
1481,DI,1481DI0,Ramalizacion x San Damian - IDA,464C,0,,14810,,
1481,HI,1481HI0,Ramalizacion x San Damian - IDA,464C,0,,14810,,
1670,HI,1670HI0,H - V. del Plata,148D,0,,16700,,
1670,SI,1670SI0,H - V. del Plata,148D,0,,16700,,
1670,DI,1670DI1,a Constitución,148D,1,,16701,,
1670,FI,1670FI1,a Constitución,148D,1,,16701,,
1670,HI,1670HI1,a Constitución,148D,1,,16701,,
1670,SI,1670SI1,a Constitución,148D,1,,16701,,
1671,DI,1671DI0,a Calle 21 - IDA,031A,0,,16710,,
1671,FI,1671FI0,a Calle 21 - IDA,031A,0,,16710,,
1671,HI,1671HI0,a Calle 21 - IDA,031A,0,,16710,,
1671,SI,1671SI0,a Calle 21 - IDA,031A,0,,16710,,
1798,HI,1798HI0,a Est. Laferrere,096AH,0,,17980,,
1798,HI,1798HI1,a Expreso x Au. 25deMayo y AU1 - Pza Constitución,096AH,1,,17981,,
1799,DI,1799DI0,a Est. Laferrere,193B,0,,17990,,
1799,FI,1799FI0,a Est. Laferrere,193B,0,,17990,,
1799,HI,1799HI0,a Est. Laferrere,193B,0,,17990,,
1799,SI,1799SI0,a Est. Laferrere,193B,0,,17990,,
1799,DI,1799DI1,a Est. Saenz,193B,1,,17991,,
1799,FI,1799FI1,a Est. Saenz,193B,1,,17991,,
1799,HI,1799HI1,a Est. Saenz,193B,1,,17991,,
1799,SI,1799SI1,a Est. Saenz,193B,1,,17991,,
1800,DI,1800DI0,a Est. Independecia,193C,0,,18000,,
1816,HI,1816HI0,M - Est. Tortuguitas x Puerta 4,176M,0,,18160,,
1816,SI,1816SI0,M - Est. Tortuguitas x Puerta 4,176M,0,,18160,,
1816,DI,1816DI1,M - Constituyentes y Gral. Paz,176M,1,,18161,,
1816,FI,1816FI1,M - Constituyentes y Gral. Paz,176M,1,,18161,,
1816,HI,1816HI1,M - Constituyentes y Gral. Paz,176M,1,,18161,,
1816,SI,1816SI1,M - Constituyentes y Gral. Paz,176M,1,,18161,,
1817,DI,1817DI0,N - Est. Juan Vucetich x Puerta 4,176N,0,,18170,,
1817,FI,1817FI0,N - Est. Juan Vucetich x Puerta 4,176N,0,,18170,,
1817,HI,1817HI0,N - Est. Juan Vucetich x Puerta 4,176N,0,,18170,,
1817,SI,1817SI0,N - Est. Juan Vucetich x Puerta 4,176N,0,,18170,,
1817,DI,1817DI1,N - Chacarita x Puerta 4,176N,1,,18171,,
1817,FI,1817FI1,N - Chacarita x Puerta 4,176N,1,,18171,,
1817,HI,1817HI1,N - Chacarita x Puerta 4,176N,1,,18171,,
1817,SI,1817SI1,N - Chacarita x Puerta 4,176N,1,,18171,,
1818,HI,1818HI0,Ñ - Pque. Ind. Pilar x Puerta 4,176Ñ,0,,18180,,
1818,SI,1818SI0,Ñ - Pque. Ind. Pilar x Puerta 4,176Ñ,0,,18180,,
1818,HI,1818HI1,Ñ - Chacarita x Puerta 4,176Ñ,1,,18181,,
1818,SI,1818SI1,Ñ - Chacarita x Puerta 4,176Ñ,1,,18181,,
2660,SI,2660SI0,Ramal A - IDA,299A,0,,26600,,
2660,DI,2660DI1,Ramal A - VUELTA,299A,1,,26601,,
2660,HI,2660HI1,Ramal A - VUELTA,299A,1,,26601,,
2660,SI,2660SI1,Ramal A - VUELTA,299A,1,,26601,,
2661,DI,2661DI0,Ramal C - IDA,299C,0,,26610,,
2661,HI,2661HI0,Ramal C - IDA,299C,0,,26610,,
2661,SI,2661SI0,Ramal C - IDA,299C,0,,26610,,
2661,DI,2661DI1,Ramal C - VUELTA,299C,1,,26611,,
2661,HI,2661HI1,Ramal C - VUELTA,299C,1,,26611,,
2661,SI,2661SI1,Ramal C - VUELTA,299C,1,,26611,,
2662,DI,2662DI0,a Guemes y Eva Peron Avellaneda,570R1,0,,26620,,
2662,FI,2662FI0,a Guemes y Eva Peron Avellaneda,570R1,0,,26620,,
2662,HI,2662HI0,a Guemes y Eva Peron Avellaneda,570R1,0,,26620,,
2662,SI,2662SI0,a Guemes y Eva Peron Avellaneda,570R1,0,,26620,,
2662,DI,2662DI1,a Molinedo y Entre Rios Avellaneda,570R1,1,,26621,,
2662,FI,2662FI1,a Molinedo y Entre Rios Avellaneda,570R1,1,,26621,,
2662,HI,2662HI1,a Molinedo y Entre Rios Avellaneda,570R1,1,,26621,,
2662,SI,2662SI1,a Molinedo y Entre Rios Avellaneda,570R1,1,,26621,,
2663,DI,2663DI0,a Virrey del Pino y Las Flores Avellaneda,570R4,0,,26630,,
2663,FI,2663FI0,a Virrey del Pino y Las Flores Avellaneda,570R4,0,,26630,,
2663,HI,2663HI0,a Virrey del Pino y Las Flores Avellaneda,570R4,0,,26630,,
2663,SI,2663SI0,a Virrey del Pino y Las Flores Avellaneda,570R4,0,,26630,,
2663,DI,2663DI1,a a Frias y Montaña Avellaneda,570R4,1,,26631,,
2663,FI,2663FI1,a a Frias y Montaña Avellaneda,570R4,1,,26631,,
2663,HI,2663HI1,a a Frias y Montaña Avellaneda,570R4,1,,26631,,
2663,SI,2663SI1,a a Frias y Montaña Avellaneda,570R4,1,,26631,,
2665,DI,2665DI0,a Pte.Saaverda (Blanco),314A,0,,26650,,
2814,HI,2814HI1,7 - VUELTA,247R7,1,,28141,,
2814,SI,2814SI1,7 - VUELTA,247R7,1,,28141,,
2826,DI,2826DI0,a Ituzaingo - San Alberto,395C,0,,28260,,
2826,FI,2826FI0,a Ituzaingo - San Alberto,395C,0,,28260,,
